#time   KE       internal potential normalisedEnergy  max w max theta heatError entropyError thetaVariance thetaRhoVariance
2980  4.01345e-07  7.72465e-07  2.51562e-07  1.42537e-06  1.89408  391.025 6.22295e-07 7.42258e-07 882.866 9726.69
3000  4.08259e-07  7.58196e-07  2.72477e-07  1.43893e-06  1.89433  391.025 6.2963e-07 7.56628e-07 882.867 9726.69
3020  4.10825e-07  7.39906e-07  2.86347e-07  1.43708e-06  1.89459  391.025 6.28107e-07 7.63981e-07 882.867 9726.68
3040  4.09199e-07  7.23093e-07  2.9043e-07  1.42272e-06  1.89487  391.025 6.19873e-07 7.69058e-07 882.867 9726.68
3060  4.04525e-07  7.13403e-07  2.83545e-07  1.40147e-06  1.89516  391.025 6.08445e-07 7.77437e-07 882.867 9726.68
3080  3.9853e-07  7.14773e-07  2.66844e-07  1.38015e-06  1.89542  391.025 5.97761e-07 7.93742e-07 882.868 9726.68
3100  3.93098e-07  7.27818e-07  2.4401e-07  1.36493e-06  1.8956  391.025 5.91161e-07 8.201e-07 882.868 9726.69
3120  3.89744e-07  7.49483e-07  2.20681e-07  1.35991e-06  1.89563  391.025 5.90582e-07 8.55346e-07 882.869 9726.69
3140  3.89308e-07  7.73707e-07  2.03127e-07  1.36614e-06  1.89546  391.025 5.96147e-07 8.95273e-07 882.869 9726.69
3160  3.91748e-07  7.93342e-07  1.96556e-07  1.38165e-06  1.89506  391.025 6.0627e-07 9.33879e-07 882.87 9726.69
3180  3.96282e-07  8.02295e-07  2.03554e-07  1.40213e-06  1.89444  391.025 6.18213e-07 9.65203e-07 882.87 9726.69
3200  4.01614e-07  7.976e-07  2.23196e-07  1.42241e-06  1.89363  391.025 6.28928e-07 9.85191e-07 882.87 9726.69
3220  4.0638e-07  7.80317e-07  2.51152e-07  1.43785e-06  1.89272  391.025 6.35932e-07 9.92967e-07 882.871 9726.69
3240  4.09487e-07  7.5537e-07  2.80814e-07  1.44567e-06  1.8918  391.025 6.37959e-07 9.91111e-07 882.871 9726.68
3260  4.10427e-07  7.29943e-07  3.05123e-07  1.44549e-06  1.89099  391.025 6.35215e-07 9.8485e-07 882.871 9726.68
3280  4.09309e-07  7.11337e-07  3.18577e-07  1.43922e-06  1.89036  391.025 6.29164e-07 9.80394e-07 882.871 9726.68
3300  4.06785e-07  7.04574e-07  3.18774e-07  1.43013e-06  1.88999  391.025 6.21936e-07 9.82969e-07 882.871 9726.68
3320  4.03731e-07  7.10891e-07  3.07049e-07  1.42167e-06  1.88992  391.025 6.15555e-07 9.95141e-07 882.871 9726.68
3340  4.00952e-07  7.272e-07  2.87999e-07  1.41615e-06  1.89015  391.025 6.11233e-07 1.01597e-06 882.872 9726.68
3360  3.98843e-07  7.47076e-07  2.68035e-07  1.41395e-06  1.89064  391.025 6.08943e-07 1.04129e-06 882.872 9726.69
3380  3.97275e-07  7.62572e-07  2.53414e-07  1.41326e-06  1.89134  391.025 6.07388e-07 1.06488e-06 882.872 9726.69
3400  3.95547e-07  7.66653e-07  2.48347e-07  1.41055e-06  1.89213  391.025 6.04355e-07 1.08041e-06 882.873 9726.69
3420  3.92603e-07  7.55104e-07  2.53754e-07  1.40146e-06  1.89293  391.025 5.97319e-07 1.08318e-06 882.873 9726.69
3440  3.87251e-07  7.27677e-07  2.67029e-07  1.38196e-06  1.89361  391.025 5.84091e-07 1.07141e-06 882.873 9726.69
3460  3.78487e-07  6.87793e-07  2.82887e-07  1.34917e-06  1.89411  391.025 5.63304e-07 1.04652e-06 882.873 9726.68
3480  3.65658e-07  6.41258e-07  2.9499e-07  1.30191e-06  1.89436  391.025 5.34608e-07 1.01239e-06 882.873 9726.68
3500  3.48586e-07  5.94158e-07  2.97846e-07  1.24059e-06  1.89438  391.025 4.98563e-07 9.73891e-07 882.873 9726.68
3520  3.27471e-07  5.50949e-07  2.88396e-07  1.16682e-06  1.89419  391.025 4.56296e-07 9.35229e-07 882.873 9726.68
3540  3.02808e-07  5.13075e-07  2.6681e-07  1.08269e-06  1.89391  391.025 4.09106e-07 8.98664e-07 882.873 9726.68
3560  2.75193e-07  4.7889e-07  2.36289e-07  9.90373e-07  1.89361  391.025 3.5818e-07 8.6402e-07 882.873 9726.68
3580  2.4527e-07  4.44562e-07  2.01966e-07  8.91798e-07  1.89341  391.025 3.04514e-07 8.29165e-07 882.873 9726.68
3600  2.1368e-07  4.05937e-07  1.69304e-07  7.88921e-07  1.89337  391.025 2.49078e-07 7.91249e-07 882.873 9726.68
3620  1.81169e-07  3.60408e-07  1.4253e-07  6.84107e-07  1.89353  391.025 1.93116e-07 7.48247e-07 882.873 9726.68
3640  1.48654e-07  3.0838e-07  1.236e-07  5.80634e-07  1.89386  391.025 1.3844e-07 7.00236e-07 882.873 9726.68
3660  1.17338e-07  2.53567e-07  1.12004e-07  4.82909e-07  1.89431  391.025 8.75589e-08 6.49937e-07 882.873 9726.68
3680  8.86731e-08  2.02238e-07  1.05415e-07  3.96327e-07  1.89476  391.025 4.35318e-08 6.02297e-07 882.873 9726.68
3700  6.42812e-08  1.61407e-07  1.00906e-07  3.26594e-07  1.89515  391.025 9.54764e-09 5.6323e-07 882.873 9726.68
3720  4.57027e-08  1.36809e-07  9.6268e-08  2.7878e-07  1.89539  391.025 -1.16844e-08 5.37914e-07 882.873 9726.68
3740  3.41567e-08  1.3108e-07  9.09581e-08  2.56195e-07  1.89547  391.025 -1.85659e-08 5.29212e-07 882.873 9726.68
3760  3.02335e-08  1.42987e-07  8.6325e-08  2.59545e-07  1.89537  391.025 -1.10842e-08 5.36717e-07 882.872 9726.68
3780  3.37416e-08  1.67683e-07  8.50437e-08  2.86468e-07  1.89515  391.025 9.00776e-09 5.56728e-07 882.872 9726.68
3800  4.36159e-08  1.98138e-07  8.99727e-08  3.31727e-07  1.89487  391.025 3.83639e-08 5.83144e-07 882.872 9726.68
3820  5.80589e-08  2.26982e-07  1.0285e-07  3.87891e-07  1.89461  391.025 7.25339e-08 6.08977e-07 882.872 9726.68
3840  7.47522e-08  2.48442e-07  1.23305e-07  4.46499e-07  1.89439  391.025 1.06656e-07 6.2801e-07 882.871 9726.68
3860  9.12319e-08  2.59525e-07  1.48556e-07  4.99313e-07  1.89426  391.025 1.36203e-07 6.36115e-07 882.871 9726.68
